winery,avg_score,avgscore2
Volpago                        ,86,86
Volver                         ,86.875,86
Vrede en Lust                  ,86.33333333,86
Wagner                         ,86.33333333,86
Wairau River                   ,86.72727273,86
Walla Faces                    ,86.66666667,86
Walnut Crest                   ,86,86
Wapato Point Cellars           ,86,86
War Horse                      ,86.33333333,86
Washington Hills               ,86.13793103,86
Waterstone                     ,86.88888889,86
Waugh Cellars                  ,86,86
Wayne Gretzky Estates          ,86.5,86
Weegmüller                     ,86,86
Weingut Seck                   ,86,86
Wellington                     ,86.4,86
Weltevrede                     ,86,86
Werewolf                       ,86,86
Westend                        ,86,86
Westerland                     ,86,86
Whatabout Me                   ,86,86
Wheelhouse                     ,86,86
White Hall                     ,86.14285714,86
Wild Coyote                    ,86.1,86
Wild Oats                      ,86,86
Wild Pig                       ,86,86
Wild Rock                      ,86.5,86
Wiliam Augustus                ,86,86
Williamson Vineyard            ,86.14285714,86
Willow Crest                   ,86.66666667,86
Willowbrook                    ,86.8,86
Wilridge                       ,86.71052632,86
Wilson                         ,86.0952381,86
Windward Vineyard              ,86,86
Windy Bay                      ,86.33333333,86
Wine by Joe                    ,86.625,86
Wine Saur                      ,86,86
Winery of Good Hope            ,86.8,86
Winery Čitluk                  ,86.5,86
Wise Villa                     ,86.82352941,86
Wofford Acres                  ,86,86
Woodbury                       ,86.6,86
Wooden Valley                  ,86.6,86
Woolundry Rd                   ,86,86
Woop Woop                      ,86.8,86
Wrongo Dongo                   ,86.5,86
Xabec                          ,86,86
Xavier Flouret                 ,86.66666667,86
XYZin                          ,86.875,86
Yabby Lake Vineyard            ,86,86
Yemanueva                      ,86.5,86
Yuntero                        ,86.5,86
Zanoni                         ,86.2,86
Zarate                         ,86.16666667,86
Zardetto                       ,86.45,86
Zeal                           ,86.71428571,86
Zefina                         ,86.5,86
Zephaniah                      ,86.66666667,86
Zerba Cellars                  ,86.61538462,86
Zerran                         ,86.375,86
Zilaro Cellars                 ,86,86
Zimri Cellars                  ,86.33333333,86
Zina Hyde Cunningham           ,86.53333333,86
Zorzal                         ,86.44444444,86
Zorzettig                      ,86.8,86
Çamlibağ                       ,86.5,86
16X20                          ,85.5,85
428 Wines                      ,85,85
60 North                       ,85,85
60 Souls                       ,85,85
868 Estate                     ,85,85
A By Acacia                    ,85,85
A-Mano                         ,85.16666667,85
A. de Luze et Fils             ,85.5,85
Abadía la Arroyada             ,85,85
Acentor                        ,85,85
Adega Cooperativa do Cartaxo   ,85.85416667,85
Adega Cooperativa Ponte de Lima,85.16666667,85
Adega Vila Real                ,85.57142857,85
Adirondack Winery              ,85.5,85
Adler Fels                     ,85.25,85
African Passion                ,85,85
Agness                         ,85,85
Agrinatura                     ,85.5,85
Agro de Bazán                  ,85,85
Aidura                         ,85,85
Alan de Val                    ,85,85
Albatreti                      ,85.5,85
Albemarle                      ,85,85
Alberice                       ,85,85
Alberto Nani                   ,85,85
Alexis Sauvion                 ,85,85
Alfaro Family                  ,85,85
Alfredo Roca                   ,85.09677419,85
Alice White                    ,85,85
Allan Scott                    ,85.16666667,85
Allure                         ,85.4,85
Alpamanta                      ,85.2,85
Alpataco                       ,85.28571429,85
Alpha Loire                    ,85,85
Altavia                        ,85,85
Altos de San Isidro            ,85,85
Amaboko                        ,85,85
Amatore                        ,85,85
American Roots                 ,85,85
Anciano                        ,85.5,85
Andean                         ,85.25,85
Andrero                        ,85,85
André Guichot                  ,85.8,85
Anemoi                         ,85.125,85
Angeline                       ,85.70833333,85
Anna Spinato                   ,85.75,85
Anne Amie                      ,85.2,85
Annefield Vineyards            ,85.8,85
Anonymous                      ,85,85
Anterra                        ,85,85
Antica Corte                   ,85.90909091,85
Antoine Simoneau               ,85,85
Antucura                       ,85.71428571,85
Apaltagua                      ,85.66666667,85
Aquila del Torre               ,85,85
Arbor Hill                     ,85,85
Arché                          ,85,85
Ardiri Winery and Vineyards    ,85,85
Aresti                         ,85.7755102,85
Argami                         ,85,85
Argento                        ,85.63157895,85
Arissa Jane                    ,85,85
Arizona Stronghold             ,85.8,85
Armas de Guerra                ,85.5,85
Arns                           ,85,85
Arrayán                        ,85,85
Arroba                         ,85,85
Arrogant Frog                  ,85.5,85
Arroyo                         ,85.33333333,85
Artes del Sur                  ,85,85
Arthur's Creek                 ,85,85
Arínzano                       ,85.66666667,85
Ascevi Luwa                    ,85.75,85
Asensio                        ,85,85
Astrale e Terra                ,85.66666667,85
Asunto de Vino                 ,85.75,85
Attimo                         ,85,85
Augey                          ,85.75,85
Austerity                      ,85.71428571,85
Autoritas                      ,85.5,85
Avery Lane                     ,85.5,85
Aymara                         ,85.83333333,85
Azur                           ,85,85
B&E;                           ,85.5,85
Baglio Curatolo Arini 1875     ,85.85714286,85
Bailli de Bourg                ,85.5,85
Baiting Hollow Farm Vineyard   ,85.2,85
Balderdash                     ,85,85
Baldi                          ,85.33333333,85
Balduzzi                       ,85.4,85
Ballast Stone Estate Wines     ,85,85
Baluarte                       ,85.5,85
Banknote                       ,85.5,85
Barba                          ,85.57142857,85
Barbi                          ,85.33333333,85
Barefoot Bubbly                ,85.18181818,85
Baron d'Arignac                ,85,85
Baron de Escal                 ,85.5,85
Baron Philippe de Rothschild   ,85.09677419,85
Barone                         ,85,85
Barra of Mendocino             ,85.625,85
Barrel Oak                     ,85.41666667,85
Barrel Racer                   ,85.83333333,85
Barren Ridge                   ,85,85
Barrière Frères                ,85.5,85
Barton & Guestier              ,85.4625,85
Batán de Salas                 ,85,85
Baumann                        ,85.5,85
Bautista Simona                ,85,85
Baux Wine                      ,85,85
Beelgara                       ,85,85
Bele Casel                     ,85.75,85
Bella Ragazza                  ,85,85
Bellacana                      ,85,85
Belles Vignes                  ,85,85
Bellini                        ,85.625,85
Ben Ish                        ,85.33333333,85
Bending Branch                 ,85.5,85
Berberana                      ,85.7,85
Besadien                       ,85,85
Bethany Vineyard               ,85.33333333,85
Bianchi                        ,85.66666667,85
Big Vine                       ,85,85
Bigi                           ,85.81818182,85
Bigvine                        ,85,85
Biutiful                       ,85.66666667,85
Bivio                          ,85,85
"Black Bear, Red Chair          ",85,85
Black Cabra                    ,85.66666667,85
Blackbilly                     ,85,85
Blackburn Wine Company         ,85.33333333,85
Blacklist                      ,85,85
Blason                         ,85.2,85
Blason de Bourgogne            ,85,85
Blue Nomad                     ,85,85
Blue Teal                      ,85,85
Blümel                         ,85.66666667,85
Bodega del Sur                 ,85.66666667,85
Bodega Familia Barberis        ,85.5,85
Bodega Margot                  ,85,85
Bodega NQN                     ,85.7,85
Bodega Vistandes               ,85,85
Bodegas Agapito Rico           ,85.5,85
Bodegas Aragonesas             ,85.05555556,85
Bodegas Añadas                 ,85,85
Bodegas Campante               ,85.4,85
Bodegas Cerrosol               ,85.2,85
Bodegas Concavins              ,85.33333333,85
Bodegas Cristo de la Vega      ,85,85
Bodegas El Porvenir De Los Ande,85,85
Bodegas Fariña                 ,85.54545455,85
Bodegas Hispano Suizas         ,85,85
Bodegas Hnos. Pérez Pascuas    ,85.33333333,85
Bodegas Luis Gurpegui Muga     ,85,85
Bodegas M                      ,85.66666667,85
Bodegas Qumrán                 ,85.5,85
Bodegas Reyes                  ,85,85
